id,title,description,availability,condition,price,link,image_link,brand
9006,"442x Mauve Banquet Chairs - Phoenix, AZ","Mauve event banquet chairs with a light-purple diamond-pattern padded fabric seat and back on black metal frames. Previously used at Arizona State University event spaces; good, lightly-used condition. Stackable for easy storage and transport. Priced per chair; bulk discounts available. Local pickup in Phoenix, AZ (serving Phoenix, Tucson, Las Vegas).",in stock,used,28.00 USD,https://black-whole.com/listings/9006,https://pub-4ac6bae8ec024e3aaccf3317c8873840.r2.dev/9006.jpg,BLACKWHOLE Liquidation
