id,title,description,availability,condition,price,link,image_link,brand
folder:Orange_Red_Banquet_Chairs_Cypress_242,"242x Orange-Red Banquet Chairs - Long Beach, CA","242 orange-red banquet chairs. Ornate orange-red damask-pattern padded seats and backs on gold metal frames. Commercial event-grade and stackable, in good gently-used condition. Ideal for churches, event venues, banquet halls, and rental fleets. Priced per chair; bulk discounts available. Local pickup in Long Beach, CA 90806 (serving LA, OC, SD, Inland Empire).",in stock,used,25.00 USD,https://black-whole.com/listings/folder:Orange_Red_Banquet_Chairs_Cypress_242,https://pub-4ac6bae8ec024e3aaccf3317c8873840.r2.dev/folder_Orange_Red_Banquet_Chairs_Cypress_242.jpg,BLACKWHOLE Liquidation
